ICD-10 113 Cause List,ICD-10 113 Cause List Code,State,State Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
Cancer,GR113-019,Michigan,26,Female,F,55-64 years,55-64,32451,11323690,286.6
Cancer,GR113-019,Michigan,26,Female,F,65-74 years,65-74,45725,7468731,612.2
Cancer,GR113-019,Michigan,26,Female,F,75-84 years,75-84,51911,5007447,1036.7
Cancer,GR113-019,Michigan,26,Female,F,85+ years,85+,31862,2334993,1364.5
Cancer,GR113-019,Michigan,26,Male,M,< 1 year,1,22,1175762,1.9
Cancer,GR113-019,Michigan,26,Male,M,1-4 years,4-Jan,115,4828199,2.4
Cancer,GR113-019,Michigan,26,Male,M,5-14 years,14-May,332,13208186,2.5
Cancer,GR113-019,Michigan,26,Male,M,15-24 years,15-24,605,13632892,4.4
Cancer,GR113-019,Michigan,26,Male,M,25-34 years,25-34,1161,11806675,9.8
Cancer,GR113-019,Michigan,26,Male,M,35-44 years,35-44,3838,12874967,29.8
Cancer,GR113-019,Michigan,26,Male,M,45-54 years,45-54,16616,13524755,122.9
Cancer,GR113-019,Michigan,26,Male,M,55-64 years,55-64,38915,10704407,363.5
Cancer,GR113-019,Michigan,26,Male,M,65-74 years,65-74,54713,6494940,842.4
Cancer,GR113-019,Michigan,26,Male,M,75-84 years,75-84,56283,3527892,1595.4
Cancer,GR113-019,Michigan,26,Male,M,85+ years,85+,26659,1082885,2461.8
Cancer,GR113-019,Minnesota,27,Female,F,1-4 years,4-Jan,53,2569921,2.1
Cancer,GR113-019,Minnesota,27,Female,F,5-14 years,14-May,130,6635102,2
Cancer,GR113-019,Minnesota,27,Female,F,15-24 years,15-24,195,6755528,2.9
Cancer,GR113-019,Minnesota,27,Female,F,25-34 years,25-34,550,6562210,8.4
Cancer,GR113-019,Minnesota,27,Female,F,35-44 years,35-44,1937,6887411,28.1
Cancer,GR113-019,Minnesota,27,Female,F,45-54 years,45-54,6650,7118432,93.4
Cancer,GR113-019,Minnesota,27,Female,F,55-64 years,55-64,13772,5563810,247.5
Cancer,GR113-019,Minnesota,27,Female,F,65-74 years,65-74,19759,3560492,555
Cancer,GR113-019,Minnesota,27,Female,F,75-84 years,75-84,24361,2456492,991.7
Cancer,GR113-019,Minnesota,27,Female,F,85+ years,85+,18440,1332352,1384
Cancer,GR113-019,Minnesota,27,Male,M,< 1 year,1,12,669381,0
Cancer,GR113-019,Minnesota,27,Male,M,1-4 years,4-Jan,61,2683909,2.3
Cancer,GR113-019,Minnesota,27,Male,M,5-14 years,14-May,166,6962442,2.4
Cancer,GR113-019,Minnesota,27,Male,M,15-24 years,15-24,297,7035188,4.2
Cancer,GR113-019,Minnesota,27,Male,M,25-34 years,25-34,535,6760015,7.9
Cancer,GR113-019,Minnesota,27,Male,M,35-44 years,35-44,1721,7016543,24.5
Cancer,GR113-019,Minnesota,27,Male,M,45-54 years,45-54,6707,7153761,93.8
Cancer,GR113-019,Minnesota,27,Male,M,55-64 years,55-64,16191,5448862,297.1
Cancer,GR113-019,Minnesota,27,Male,M,65-74 years,65-74,23739,3209984,739.5
Cancer,GR113-019,Minnesota,27,Male,M,75-84 years,75-84,27243,1804166,1510
Cancer,GR113-019,Minnesota,27,Male,M,85+ years,85+,15593,620339,2513.6
Cancer,GR113-019,Mississippi,28,Female,F,1-4 years,4-Jan,31,1513534,2
Cancer,GR113-019,Mississippi,28,Female,F,5-14 years,14-May,79,3892890,2
Cancer,GR113-019,Mississippi,28,Female,F,15-24 years,15-24,136,4114580,3.3
Cancer,GR113-019,Mississippi,28,Female,F,25-34 years,25-34,450,3704360,12.1
Cancer,GR113-019,Mississippi,28,Female,F,35-44 years,35-44,1742,3795810,45.9
Cancer,GR113-019,Mississippi,28,Female,F,45-54 years,45-54,5582,3851539,144.9
Cancer,GR113-019,Mississippi,28,Female,F,55-64 years,55-64,10216,3194568,319.8
Cancer,GR113-019,Mississippi,28,Female,F,65-74 years,65-74,13542,2225680,608.4
Cancer,GR113-019,Mississippi,28,Female,F,75-84 years,75-84,13593,1412122,962.6
Cancer,GR113-019,Mississippi,28,Female,F,85+ years,85+,7877,600654,1311.4
Cancer,GR113-019,Mississippi,28,Male,M,1-4 years,4-Jan,27,1574940,1.7
Cancer,GR113-019,Mississippi,28,Male,M,5-14 years,14-May,102,4061664,2.5
Cancer,GR113-019,Mississippi,28,Male,M,15-24 years,15-24,189,4219226,4.5
Cancer,GR113-019,Mississippi,28,Male,M,25-34 years,25-34,394,3573798,11
Cancer,GR113-019,Mississippi,28,Male,M,35-44 years,35-44,1462,3594195,40.7
Cancer,GR113-019,Mississippi,28,Male,M,45-54 years,45-54,6216,3621054,171.7
Cancer,GR113-019,Mississippi,28,Male,M,55-64 years,55-64,14445,2916695,495.3
Cancer,GR113-019,Mississippi,28,Male,M,65-74 years,65-74,18992,1859332,1021.4
Cancer,GR113-019,Mississippi,28,Male,M,75-84 years,75-84,16516,921214,1792.9
Cancer,GR113-019,Mississippi,28,Male,M,85+ years,85+,6865,249098,2755.9
Cancer,GR113-019,Missouri,29,Female,F,1-4 years,4-Jan,63,2808371,2.2
Cancer,GR113-019,Missouri,29,Female,F,5-14 years,14-May,148,7329453,2
Cancer,GR113-019,Missouri,29,Female,F,15-24 years,15-24,263,7702372,3.4
Cancer,GR113-019,Missouri,29,Female,F,25-34 years,25-34,718,7272703,9.9
Cancer,GR113-019,Missouri,29,Female,F,35-44 years,35-44,2981,7571790,39.4
Cancer,GR113-019,Missouri,29,Female,F,45-54 years,45-54,9586,7952508,120.5
Cancer,GR113-019,Missouri,29,Female,F,55-64 years,55-64,19826,6640160,298.6
Cancer,GR113-019,Missouri,29,Female,F,65-74 years,65-74,28651,4595157,623.5
Cancer,GR113-019,Missouri,29,Female,F,75-84 years,75-84,31641,3074270,1029.2
Cancer,GR113-019,Missouri,29,Female,F,85+ years,85+,20083,1462155,1373.5
Cancer,GR113-019,Missouri,29,Male,M,< 1 year,1,17,734781,0
Cancer,GR113-019,Missouri,29,Male,M,1-4 years,4-Jan,80,2937887,2.7
Cancer,GR113-019,Missouri,29,Male,M,5-14 years,14-May,193,7677272,2.5
Cancer,GR113-019,Missouri,29,Male,M,15-24 years,15-24,324,7958586,4.1
Cancer,GR113-019,Missouri,29,Male,M,25-34 years,25-34,676,7244761,9.3
Cancer,GR113-019,Missouri,29,Male,M,35-44 years,35-44,2247,7470506,30.1
Cancer,GR113-019,Missouri,29,Male,M,45-54 years,45-54,10302,7687860,134
Cancer,GR113-019,Missouri,29,Male,M,55-64 years,55-64,24715,6158618,401.3
Cancer,GR113-019,Missouri,29,Male,M,65-74 years,65-74,35395,3961426,893.5
Cancer,GR113-019,Missouri,29,Male,M,75-84 years,75-84,34940,2163529,1615
Cancer,GR113-019,Missouri,29,Male,M,85+ years,85+,15943,651929,2445.5
Cancer,GR113-019,Montana,30,Female,F,5-14 years,14-May,24,1156644,2.1
Cancer,GR113-019,Montana,30,Female,F,15-24 years,15-24,55,1243662,4.4
Cancer,GR113-019,Montana,30,Female,F,25-34 years,25-34,85,1074639,7.9
Cancer,GR113-019,Montana,30,Female,F,35-44 years,35-44,314,1161616,27
Cancer,GR113-019,Montana,30,Female,F,45-54 years,45-54,1298,1346891,96.4
Cancer,GR113-019,Montana,30,Female,F,55-64 years,55-64,2994,1175326,254.7
Cancer,GR113-019,Montana,30,Female,F,65-74 years,65-74,4409,769621,572.9
Cancer,GR113-019,Montana,30,Female,F,75-84 years,75-84,4962,487494,1017.9
Cancer,GR113-019,Montana,30,Female,F,85+ years,85+,3313,236583,1400.4
Cancer,GR113-019,Montana,30,Male,M,1-4 years,4-Jan,12,460609,0
Cancer,GR113-019,Montana,30,Male,M,5-14 years,14-May,23,1218810,1.9
Cancer,GR113-019,Montana,30,Male,M,15-24 years,15-24,65,1353488,4.8
Cancer,GR113-019,Montana,30,Male,M,25-34 years,25-34,103,1130791,9.1
Cancer,GR113-019,Montana,30,Male,M,35-44 years,35-44,280,1171731,23.9
Cancer,GR113-019,Montana,30,Male,M,45-54 years,45-54,1268,1338837,94.7
Cancer,GR113-019,Montana,30,Male,M,55-64 years,55-64,3449,1179787,292.3
Cancer,GR113-019,Montana,30,Male,M,65-74 years,65-74,5502,753108,730.6
Cancer,GR113-019,Montana,30,Male,M,75-84 years,75-84,5898,395385,1491.7
Cancer,GR113-019,Montana,30,Male,M,85+ years,85+,3100,126067,2459
Cancer,GR113-019,Nebraska,31,Female,F,1-4 years,4-Jan,26,940871,2.8
Cancer,GR113-019,Nebraska,31,Female,F,5-14 years,14-May,57,2345575,2.4
Cancer,GR113-019,Nebraska,31,Female,F,15-24 years,15-24,70,2437679,2.9
Cancer,GR113-019,Nebraska,31,Female,F,25-34 years,25-34,176,2195269,8
Cancer,GR113-019,Nebraska,31,Female,F,35-44 years,35-44,731,2219607,32.9
Cancer,GR113-019,Nebraska,31,Female,F,45-54 years,45-54,2295,2319226,99
Cancer,GR113-019,Nebraska,31,Female,F,55-64 years,55-64,4740,1882016,251.9
Cancer,GR113-019,Nebraska,31,Female,F,65-74 years,65-74,7119,1279157,556.5
Cancer,GR113-019,Nebraska,31,Female,F,75-84 years,75-84,9055,929969,973.7
Cancer,GR113-019,Nebraska,31,Female,F,85+ years,85+,6837,494107,1383.7
Cancer,GR113-019,Nebraska,31,Male,M,1-4 years,4-Jan,26,985849,2.6
Cancer,GR113-019,Nebraska,31,Male,M,5-14 years,14-May,65,2455148,2.6
Cancer,GR113-019,Nebraska,31,Male,M,15-24 years,15-24,107,2560783,4.2
Cancer,GR113-019,Nebraska,31,Male,M,25-34 years,25-34,166,2294019,7.2
Cancer,GR113-019,Nebraska,31,Male,M,35-44 years,35-44,570,2268886,25.1
Cancer,GR113-019,Nebraska,31,Male,M,45-54 years,45-54,2323,2319786,100.1
Cancer,GR113-019,Nebraska,31,Male,M,55-64 years,55-64,5880,1831197,321.1
Cancer,GR113-019,Nebraska,31,Male,M,65-74 years,65-74,9064,1132571,800.3
Cancer,GR113-019,Nebraska,31,Male,M,75-84 years,75-84,10230,669056,1529
Cancer,GR113-019,Nebraska,31,Male,M,85+ years,85+,5392,229976,2344.6
Cancer,GR113-019,Nevada,32,Female,F,1-4 years,4-Jan,17,1293704,0
Cancer,GR113-019,Nevada,32,Female,F,5-14 years,14-May,60,3209561,1.9
Cancer,GR113-019,Nevada,32,Female,F,15-24 years,15-24,88,3043273,2.9
Cancer,GR113-019,Nevada,32,Female,F,25-34 years,25-34,288,3429815,8.4
Cancer,GR113-019,Nevada,32,Female,F,35-44 years,35-44,1020,3396805,30
Cancer,GR113-019,Nevada,32,Female,F,45-54 years,45-54,3308,3255177,101.6
Cancer,GR113-019,Nevada,32,Female,F,55-64 years,55-64,7460,2776616,268.7
Cancer,GR113-019,Nevada,32,Female,F,65-74 years,65-74,10904,1866549,584.2
Cancer,GR113-019,Nevada,32,Female,F,75-84 years,75-84,10588,973483,1087.6
Cancer,GR113-019,Nevada,32,Female,F,85+ years,85+,5100,340454,1498
Cancer,GR113-019,Nevada,32,Male,M,1-4 years,4-Jan,30,1356350,2.2
Cancer,GR113-019,Nevada,32,Male,M,5-14 years,14-May,67,3366160,2
Cancer,GR113-019,Nevada,32,Male,M,15-24 years,15-24,152,3240958,4.7
Cancer,GR113-019,Nevada,32,Male,M,25-34 years,25-34,260,3625337,7.2
Cancer,GR113-019,Nevada,32,Male,M,35-44 years,35-44,842,3605533,23.4
Cancer,GR113-019,Nevada,32,Male,M,45-54 years,45-54,3343,3349432,99.8
Cancer,GR113-019,Nevada,32,Male,M,55-64 years,55-64,8985,2705913,332.1
Cancer,GR113-019,Nevada,32,Male,M,65-74 years,65-74,14068,1798814,782.1
Cancer,GR113-019,Nevada,32,Male,M,75-84 years,75-84,12693,836678,1517.1
Cancer,GR113-019,Nevada,32,Male,M,85+ years,85+,4786,197881,2418.6
Cancer,GR113-019,New Hampshire,33,Female,F,1-4 years,4-Jan,12,532134,0
Cancer,GR113-019,New Hampshire,33,Female,F,5-14 years,14-May,40,1537354,2.6
Cancer,GR113-019,New Hampshire,33,Female,F,15-24 years,15-24,45,1624824,2.8
Cancer,GR113-019,New Hampshire,33,Female,F,25-34 years,25-34,135,1434825,9.4
Cancer,GR113-019,New Hampshire,33,Female,F,35-44 years,35-44,569,1814698,31.4
Cancer,GR113-019,New Hampshire,33,Female,F,45-54 years,45-54,2058,1990887,103.4
Cancer,GR113-019,New Hampshire,33,Female,F,55-64 years,55-64,3987,1562114,255.2
Cancer,GR113-019,New Hampshire,33,Female,F,65-74 years,65-74,5802,971132,597.4
Cancer,GR113-019,New Hampshire,33,Female,F,75-84 years,75-84,6560,619197,1059.4
Cancer,GR113-019,New Hampshire,33,Female,F,85+ years,85+,4412,306636,1438.8
Cancer,GR113-019,New Hampshire,33,Male,M,1-4 years,4-Jan,11,556490,0
Cancer,GR113-019,New Hampshire,33,Male,M,5-14 years,14-May,38,1612714,2.4
Cancer,GR113-019,New Hampshire,33,Male,M,15-24 years,15-24,63,1681586,3.7
Cancer,GR113-019,New Hampshire,33,Male,M,25-34 years,25-34,131,1449220,9
Cancer,GR113-019,New Hampshire,33,Male,M,35-44 years,35-44,525,1783810,29.4
Cancer,GR113-019,New Hampshire,33,Male,M,45-54 years,45-54,1942,1962972,98.9
Cancer,GR113-019,New Hampshire,33,Male,M,55-64 years,55-64,4833,1526712,316.6
Cancer,GR113-019,New Hampshire,33,Male,M,65-74 years,65-74,7040,893678,787.8
Cancer,GR113-019,New Hampshire,33,Male,M,75-84 years,75-84,7358,454602,1618.6
Cancer,GR113-019,New Hampshire,33,Male,M,85+ years,85+,3738,142343,2626.1
Cancer,GR113-019,New Jersey,34,Female,F,< 1 year,1,17,998578,0
Cancer,GR113-019,New Jersey,34,Female,F,1-4 years,4-Jan,78,4082563,1.9
Cancer,GR113-019,New Jersey,34,Female,F,5-14 years,14-May,212,10764294,2
Cancer,GR113-019,New Jersey,34,Female,F,15-24 years,15-24,352,10164283,3.5
Cancer,GR113-019,New Jersey,34,Female,F,25-34 years,25-34,954,10783508,8.8
Cancer,GR113-019,New Jersey,34,Female,F,35-44 years,35-44,4173,12504441,33.4
Cancer,GR113-019,New Jersey,34,Female,F,45-54 years,45-54,13305,12610851,105.5
Cancer,GR113-019,New Jersey,34,Female,F,55-64 years,55-64,26222,9813224,267.2
Cancer,GR113-019,New Jersey,34,Female,F,65-74 years,65-74,38012,6545448,580.7
Cancer,GR113-019,New Jersey,34,Female,F,75-84 years,75-84,48394,4580546,1056.5
Cancer,GR113-019,New Jersey,34,Female,F,85+ years,85+,32950,2203383,1495.4
Cancer,GR113-019,New Jersey,34,Male,M,< 1 year,1,21,1045519,2
Cancer,GR113-019,New Jersey,34,Male,M,1-4 years,4-Jan,101,4262171,2.4
Cancer,GR113-019,New Jersey,34,Male,M,5-14 years,14-May,250,11265924,2.2
Cancer,GR113-019,New Jersey,34,Male,M,15-24 years,15-24,519,10787377,4.8
Cancer,GR113-019,New Jersey,34,Male,M,25-34 years,25-34,954,10822421,8.8
Cancer,GR113-019,New Jersey,34,Male,M,35-44 years,35-44,2960,12119527,24.4
Cancer,GR113-019,New Jersey,34,Male,M,45-54 years,45-54,11844,11973471,98.9
Cancer,GR113-019,New Jersey,34,Male,M,55-64 years,55-64,28359,8958645,316.6
Cancer,GR113-019,New Jersey,34,Male,M,65-74 years,65-74,41910,5393861,777
Cancer,GR113-019,New Jersey,34,Male,M,75-84 years,75-84,47792,3059609,1562
Cancer,GR113-019,New Jersey,34,Male,M,85+ years,85+,24707,997084,2477.9
Cancer,GR113-019,New Mexico,35,Female,F,1-4 years,4-Jan,23,1023463,2.2
Cancer,GR113-019,New Mexico,35,Female,F,5-14 years,14-May,46,2619332,1.8
Cancer,GR113-019,New Mexico,35,Female,F,15-24 years,15-24,92,2644025,3.5
Cancer,GR113-019,New Mexico,35,Female,F,25-34 years,25-34,196,2402718,8.2
Cancer,GR113-019,New Mexico,35,Female,F,35-44 years,35-44,813,2463844,33
Cancer,GR113-019,New Mexico,35,Female,F,45-54 years,45-54,2471,2616183,94.5
Cancer,GR113-019,New Mexico,35,Female,F,55-64 years,55-64,5181,2248925,230.4
Cancer,GR113-019,New Mexico,35,Female,F,65-74 years,65-74,7239,1518469,476.7
Cancer,GR113-019,New Mexico,35,Female,F,75-84 years,75-84,8045,901158,892.7
Cancer,GR113-019,New Mexico,35,Female,F,85+ years,85+,4758,374699,1269.8
Cancer,GR113-019,New Mexico,35,Male,M,< 1 year,1,12,266477,0
Cancer,GR113-019,New Mexico,35,Male,M,1-4 years,4-Jan,19,1058571,0
Cancer,GR113-019,New Mexico,35,Male,M,5-14 years,14-May,65,2713803,2.4
Cancer,GR113-019,New Mexico,35,Male,M,15-24 years,15-24,138,2806745,4.9
Cancer,GR113-019,New Mexico,35,Male,M,25-34 years,25-34,230,2478451,9.3
Cancer,GR113-019,New Mexico,35,Male,M,35-44 years,35-44,577,2424857,23.8
Cancer,GR113-019,New Mexico,35,Male,M,45-54 years,45-54,2446,2501139,97.8
Cancer,GR113-019,New Mexico,35,Male,M,55-64 years,55-64,5985,2081008,287.6
Cancer,GR113-019,New Mexico,35,Male,M,65-74 years,65-74,9329,1363237,684.3
Cancer,GR113-019,New Mexico,35,Male,M,75-84 years,75-84,9541,708620,1346.4
Cancer,GR113-019,New Mexico,35,Male,M,85+ years,85+,4614,206602,2233.3
Cancer,GR113-019,New York,36,Female,F,< 1 year,1,36,2230513,1.6
Cancer,GR113-019,New York,36,Female,F,1-4 years,4-Jan,211,8758618,2.4
Cancer,GR113-019,New York,36,Female,F,5-14 years,14-May,463,22785345,2
Cancer,GR113-019,New York,36,Female,F,15-24 years,15-24,747,24976659,3
Cancer,GR113-019,New York,36,Female,F,25-34 years,25-34,2222,26143878,8.5
Cancer,GR113-019,New York,36,Female,F,35-44 years,35-44,9214,26652406,34.6
Cancer,GR113-019,New York,36,Female,F,45-54 years,45-54,29256,26875826,108.9
Cancer,GR113-019,New York,36,Female,F,55-64 years,55-64,57101,21712680,263
Cancer,GR113-019,New York,36,Female,F,65-74 years,65-74,81205,14627788,555.1
Cancer,GR113-019,New York,36,Female,F,75-84 years,75-84,96576,10018056,964
Cancer,GR113-019,New York,36,Female,F,85+ years,85+,66525,4913841,1353.8
Cancer,GR113-019,New York,36,Male,M,< 1 year,1,43,2336440,1.8
Cancer,GR113-019,New York,36,Male,M,1-4 years,4-Jan,239,9165389,2.6
Cancer,GR113-019,New York,36,Male,M,5-14 years,14-May,576,23837594,2.4
Cancer,GR113-019,New York,36,Male,M,15-24 years,15-24,1153,25766430,4.5
Cancer,GR113-019,New York,36,Male,M,25-34 years,25-34,2163,25517923,8.5
Cancer,GR113-019,New York,36,Male,M,35-44 years,35-44,6756,25663678,26.3
Cancer,GR113-019,New York,36,Male,M,45-54 years,45-54,26905,25260972,106.5
Cancer,GR113-019,New York,36,Male,M,55-64 years,55-64,62407,19465711,320.6
Cancer,GR113-019,New York,36,Male,M,65-74 years,65-74,89560,11916331,751.6
Cancer,GR113-019,New York,36,Male,M,75-84 years,75-84,97089,6683383,1452.7
Cancer,GR113-019,New York,36,Male,M,85+ years,85+,50532,2208336,2288.2
Cancer,GR113-019,North Carolina,37,Female,F,< 1 year,1,11,1113980,0
Cancer,GR113-019,North Carolina,37,Female,F,1-4 years,4-Jan,69,4435906,1.6
Cancer,GR113-019,North Carolina,37,Female,F,5-14 years,14-May,219,11320612,1.9
Cancer,GR113-019,North Carolina,37,Female,F,15-24 years,15-24,293,11673983,2.5
Cancer,GR113-019,North Carolina,37,Female,F,25-34 years,25-34,1160,11876711,9.8
Cancer,GR113-019,North Carolina,37,Female,F,35-44 years,35-44,4658,12610455,36.9
Cancer,GR113-019,North Carolina,37,Female,F,45-54 years,45-54,14499,12490467,116.1
Cancer,GR113-019,North Carolina,37,Female,F,55-64 years,55-64,28775,10367235,277.6
Cancer,GR113-019,North Carolina,37,Female,F,65-74 years,65-74,40639,7124666,570.4
Cancer,GR113-019,North Carolina,37,Female,F,75-84 years,75-84,41660,4366801,954
Cancer,GR113-019,North Carolina,37,Female,F,85+ years,85+,24662,1856768,1328.2
Cancer,GR113-019,North Carolina,37,Male,M,< 1 year,1,15,1167109,0
Cancer,GR113-019,North Carolina,37,Male,M,1-4 years,4-Jan,118,4631002,2.5
Cancer,GR113-019,North Carolina,37,Male,M,5-14 years,14-May,278,11834727,2.3
Cancer,GR113-019,North Carolina,37,Male,M,15-24 years,15-24,485,12393694,3.9
Cancer,GR113-019,North Carolina,37,Male,M,25-34 years,25-34,991,11752319,8.4
Cancer,GR113-019,North Carolina,37,Male,M,35-44 years,35-44,3655,12240848,29.9
Cancer,GR113-019,North Carolina,37,Male,M,45-54 years,45-54,15375,11830109,130
Cancer,GR113-019,North Carolina,37,Male,M,55-64 years,55-64,36930,9386375,393.4
Cancer,GR113-019,North Carolina,37,Male,M,65-74 years,65-74,52079,5999196,868.1
Cancer,GR113-019,North Carolina,37,Male,M,75-84 years,75-84,47771,2947545,1620.7
Cancer,GR113-019,North Carolina,37,Male,M,85+ years,85+,19639,788861,2489.5
Cancer,GR113-019,North Dakota,38,Female,F,5-14 years,14-May,15,795028,0
Cancer,GR113-019,North Dakota,38,Female,F,15-24 years,15-24,29,996479,2.9
Cancer,GR113-019,North Dakota,38,Female,F,25-34 years,25-34,64,790693,8.1
Cancer,GR113-019,North Dakota,38,Female,F,35-44 years,35-44,197,776828,25.4
Cancer,GR113-019,North Dakota,38,Female,F,45-54 years,45-54,807,855266,94.4
Cancer,GR113-019,North Dakota,38,Female,F,55-64 years,55-64,1730,698882,247.5
Cancer,GR113-019,North Dakota,38,Female,F,65-74 years,65-74,2722,481367,565.5
Cancer,GR113-019,North Dakota,38,Female,F,75-84 years,75-84,3354,368012,911.4
Cancer,GR113-019,North Dakota,38,Female,F,85+ years,85+,2682,210542,1273.9
Cancer,GR113-019,North Dakota,38,Male,M,1-4 years,4-Jan,11,339481,0
Cancer,GR113-019,North Dakota,38,Male,M,5-14 years,14-May,14,836603,0
Cancer,GR113-019,North Dakota,38,Male,M,15-24 years,15-24,38,1119021,3.4
Cancer,GR113-019,North Dakota,38,Male,M,25-34 years,25-34,61,895100,6.8
Cancer,GR113-019,North Dakota,38,Male,M,35-44 years,35-44,198,822659,24.1
Cancer,GR113-019,North Dakota,38,Male,M,45-54 years,45-54,798,889051,89.8
Cancer,GR113-019,North Dakota,38,Male,M,55-64 years,55-64,2092,721672,289.9
Cancer,GR113-019,North Dakota,38,Male,M,65-74 years,65-74,3490,442115,789.4
Cancer,GR113-019,North Dakota,38,Male,M,75-84 years,75-84,4084,272322,1499.7
Cancer,GR113-019,North Dakota,38,Male,M,85+ years,85+,2436,101266,2405.5
Cancer,GR113-019,Ohio,39,Female,F,< 1 year,1,26,1326611,2
Cancer,GR113-019,Ohio,39,Female,F,1-4 years,4-Jan,106,5385860,2
Cancer,GR113-019,Ohio,39,Female,F,5-14 years,14-May,284,14368781,2
Cancer,GR113-019,Ohio,39,Female,F,15-24 years,15-24,439,14731059,3
Cancer,GR113-019,Ohio,39,Female,F,25-34 years,25-34,1420,13886935,10.2
Cancer,GR113-019,Ohio,39,Female,F,35-44 years,35-44,5934,15016265,39.5
Cancer,GR113-019,Ohio,39,Female,F,45-54 years,45-54,20015,16000596,125.1
Cancer,GR113-019,Ohio,39,Female,F,55-64 years,55-64,38761,13181836,294
Cancer,GR113-019,Ohio,39,Female,F,65-74 years,65-74,56793,8962774,633.7
Cancer,GR113-019,Ohio,39,Female,F,75-84 years,75-84,65827,6207988,1060.4
Cancer,GR113-019,Ohio,39,Female,F,85+ years,85+,40384,2849732,1417.1
Cancer,GR113-019,Ohio,39,Male,M,< 1 year,1,25,1387350,1.8
Cancer,GR113-019,Ohio,39,Male,M,1-4 years,4-Jan,117,5626730,2.1
Cancer,GR113-019,Ohio,39,Male,M,5-14 years,14-May,359,15029983,2.4
Cancer,GR113-019,Ohio,39,Male,M,15-24 years,15-24,644,15185267,4.2
Cancer,GR113-019,Ohio,39,Male,M,25-34 years,25-34,1294,13818162,9.4
Cancer,GR113-019,Ohio,39,Male,M,35-44 years,35-44,4642,14738494,31.5
Cancer,GR113-019,Ohio,39,Male,M,45-54 years,45-54,20523,15456421,132.8
Cancer,GR113-019,Ohio,39,Male,M,55-64 years,55-64,47955,12294408,390.1
Cancer,GR113-019,Ohio,39,Male,M,65-74 years,65-74,68521,7578907,904.1
Cancer,GR113-019,Ohio,39,Male,M,75-84 years,75-84,71391,4226530,1689.1
Cancer,GR113-019,Ohio,39,Male,M,85+ years,85+,32259,1276581,2527
Cancer,GR113-019,Oklahoma,40,Female,F,1-4 years,4-Jan,39,1880017,2.1
Cancer,GR113-019,Oklahoma,40,Female,F,5-14 years,14-May,93,4707003,2
Cancer,GR113-019,Oklahoma,40,Female,F,15-24 years,15-24,159,4926455,3.2
Cancer,GR113-019,Oklahoma,40,Female,F,25-34 years,25-34,506,4576096,11.1
Cancer,GR113-019,Oklahoma,40,Female,F,35-44 years,35-44,1899,4564983,41.6
Cancer,GR113-019,Oklahoma,40,Female,F,45-54 years,45-54,6017,4735120,127.1
Cancer,GR113-019,Oklahoma,40,Female,F,55-64 years,55-64,12528,4032584,310.7
Cancer,GR113-019,Oklahoma,40,Female,F,65-74 years,65-74,17923,2840660,630.9
Cancer,GR113-019,Oklahoma,40,Female,F,75-84 years,75-84,18281,1821314,1003.7
Cancer,GR113-019,Oklahoma,40,Female,F,85+ years,85+,10517,791921,1328
Cancer,GR113-019,Oklahoma,40,Male,M,< 1 year,1,15,498552,0
Cancer,GR113-019,Oklahoma,40,Male,M,1-4 years,4-Jan,68,1970577,3.5
Cancer,GR113-019,Oklahoma,40,Male,M,5-14 years,14-May,128,4939904,2.6
Cancer,GR113-019,Oklahoma,40,Male,M,15-24 years,15-24,219,5257597,4.2
Cancer,GR113-019,Oklahoma,40,Male,M,25-34 years,25-34,451,4729399,9.5
Cancer,GR113-019,Oklahoma,40,Male,M,35-44 years,35-44,1480,4595607,32.2
Cancer,GR113-019,Oklahoma,40,Male,M,45-54 years,45-54,6434,4629285,139
Cancer,GR113-019,Oklahoma,40,Male,M,55-64 years,55-64,16098,3770513,426.9
Cancer,GR113-019,Oklahoma,40,Male,M,65-74 years,65-74,22916,2459244,931.8
Cancer,GR113-019,Oklahoma,40,Male,M,75-84 years,75-84,21628,1312570,1647.8
